"","GSM1045191","GSM1045192","GSM1045193","GSM1045194","GSM1045195","GSM1045196","GSM1045197","GSM1045198","GSM1045199","GSM1045200","GSM1045201","GSM1045202","GSM1045203","GSM1045204","GSM1045205","GSM1045206","GSM1045207","GSM1045208","GSM1045209","GSM1045210","GSM1045211","GSM1045212","GSM1045213","GSM1045214","GSM1045215","GSM1045216","GSM1045217","GSM1045218","GSM1045219","GSM1045220","GSM1045221","GSM1045222","GSM1045223","GSM1045224","GSM1045225","GSM1045226","GSM1045227","GSM1045228","GSM1045229","GSM1045230","GSM1045231","GSM1045232","GSM1045233","GSM1045234","GSM1045235","GSM1045236","GSM1045237","GSM1045238","GSM1045239","GSM1045240","GSM1045241","GSM1045242","GSM1045243","GSM1045244","GSM1045245","GSM1045246","GSM1045247","GSM1045248","GSM1045249","GSM1045250","GSM1045251","GSM1045252","GSM1045253","GSM1045254","GSM1045255","GSM1045256","GSM1045257","GSM1045258","GSM1045259","GSM1045260","GSM1045261","GSM1045262","GSM1045263","GSM1045264","GSM1045265","GSM1045266","GSM1045267","GSM1045268","GSM1045269","GSM1045270","GSM1045271","GSM1045272","GSM1045273","GSM1045274","GSM1045275","GSM1045276","GSM1045277","GSM1045278","GSM1045279","GSM1045280","GSM1045281","GSM1045282","GSM1045283","GSM1045284","GSM1045285","GSM1045286","GSM1045287","GSM1045288","GSM1045289","GSM1045290","GSM1045291","GSM1045292","GSM1045293","GSM1045294","GSM1045295","GSM1045296","GSM1045297","GSM1045298","GSM1045299","GSM1045300","GSM1045301","GSM1045302","GSM1045303","GSM1045304","GSM1045305","GSM1045306","GSM1045307","GSM1045308","GSM1045309","GSM1045310","GSM1045311"
"236383_at",4.938943301,2.598085291,2.547750897,2.434847683,5.641481445,6.332028203,5.651748107,7.140356804,5.884876723,6.462534814,5.000485282,6.81033554,4.258331023,6.620391023,5.726944674,5.666405391,6.388343215,2.434847683,4.031586695,2.434847683,2.434847683,2.464393437,3.370357766,2.434847683,2.434847683,2.434847683,2.434847683,2.434847683,2.434847683,2.434847683,2.434847683,2.434847683,2.434847683,2.434847683,2.312811642,2.434847683,2.434847683,2.434847683,2.434847683,2.434847683,2.434847683,2.583299224,2.434847683,2.434847683,2.494754204,2.434847683,2.434847683,2.434847683,2.434847683,2.575689602,2.434847683,2.434847683,2.434847683,2.434847683,2.45652858,2.441983688,2.434847683,2.434847683,2.434847683,2.434847683,2.384099655,2.956915836,2.434847683,2.434847683,2.434847683,2.434847683,2.434847683,2.434847683,2.434847683,2.434847683,2.434847683,2.434847683,3.32989057,2.434847683,2.434847683,2.434847683,2.434847683,2.434847683,2.44205748,2.434847683,2.434847683,2.434847683,2.434847683,2.434847683,2.434847683,2.434847683,2.434847683,3.100390887,2.434847683,2.503445072,2.434847683,2.434847683,2.434847683,2.434847683,2.434847683,2.454343895,2.434847683,2.434847683,2.434847683,2.434847683,2.434847683,2.434847683,2.434847683,2.434847683,2.434847683,2.434847683,2.443736136,2.564823133,2.535498442,2.688085139,2.434847683,2.649837668,2.434847683,2.434847683,2.915594207,2.434847683,2.434847683,2.434847683,2.434847683,2.434847683,2.461638529
"206068_s_at",6.849369521,2.320317022,2.313620527,2.903844916,6.681518689,6.935315125,7.413284279,6.268346506,7.183790633,7.109124815,5.760664218,6.96308088,6.354099025,7.578012471,7.249143573,6.536274143,7.275196699,2.319658058,2.319658058,2.353473615,2.320317022,2.319658058,2.958926925,2.319658058,2.312811642,2.312811642,2.320317022,2.319658058,3.069531089,2.320317022,2.320317022,3.2124883,4.265525403,5.144897317,2.319658058,2.468085305,2.312811642,2.320317022,2.320317022,2.312811642,2.312811642,2.320317022,2.320317022,2.312811642,2.312811642,2.312811642,2.312811642,2.892788952,2.320317022,2.320317022,2.320317022,2.368887568,2.320317022,2.312811642,3.155490784,2.320317022,2.319658058,2.320317022,2.313620527,2.584759968,2.320317022,2.319658058,2.320317022,2.313620527,2.320317022,2.320317022,2.312811642,2.508718264,2.313620527,2.320317022,2.320317022,2.312811642,2.320317022,2.320317022,2.499810507,2.319658058,2.335852508,2.312811642,2.313620527,2.320317022,2.312811642,2.312811642,2.320317022,2.320317022,2.320317022,2.372759691,2.461826747,3.100081094,3.424280551,2.320317022,2.312811642,2.967796664,2.35303562,2.320317022,3.395335398,2.325703762,2.320317022,2.320317022,2.835115656,2.412615737,2.320317022,2.320317022,2.313620527,2.319658058,2.900268191,2.313034981,2.320317022,2.319658058,2.320317022,2.320317022,2.320317022,3.123224473,2.320317022,2.320317022,2.320317022,2.569158281,2.32410773,3.608212427,2.319658058,2.370088897,2.348496773
"220736_at",8.085628812,2.312811642,2.312811642,2.312811642,8.127295452,8.286440478,9.149730552,8.939756247,8.698017801,5.517465879,5.628577597,8.068815033,6.7536313,8.818878287,8.443263439,7.404981887,8.45258841,2.312811642,2.312811642,2.312811642,2.401728191,2.322591674,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,5.396882428,2.312811642,2.312811642,2.420433564,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.314590457,2.397333494,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.342496701,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.696894074,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.699584123,2.312811642,2.312811642,2.312811642,2.322085636,2.743959169,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.563988814,4.409738586,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.507511436,2.312811642,2.341097009,2.312811642,2.312811642,2.312811642,2.312811642,2.713673578,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.333825234,2.404587388,2.312811642,2.312811642
"220327_at",6.602890784,4.575185987,3.329246556,2.541579159,7.066000096,7.332142989,7.811041989,8.44126256,6.782324941,5.686375331,5.607742302,6.478626969,5.221612835,7.759110872,8.012967553,6.933499665,6.609461202,2.523291587,2.541579159,2.530252165,2.523291587,2.541579159,2.541579159,2.523291587,3.515717514,2.785333742,3.184861402,2.53025571,2.523291587,2.61896257,2.523291587,3.500767949,5.101449678,2.541579159,2.541579159,2.85800812,2.541579159,2.523291587,2.965590679,2.545806809,2.312811642,2.541579159,2.637344189,3.454953501,2.498035189,2.541579159,3.267592068,2.523291587,3.116366135,2.498035189,2.541579159,2.523291587,2.523291587,2.779265318,3.059060536,2.541579159,2.498035189,2.523291587,2.541579159,2.541579159,2.541579159,5.225172001,2.526955098,2.541579159,2.523291587,4.005911332,2.541579159,3.039423288,2.498035189,2.541579159,2.370357773,2.523291587,2.819557308,2.564194882,2.550845723,2.498035189,2.498035189,3.176947094,3.006421125,2.498035189,2.523291587,2.523291587,2.498035189,2.523291587,2.498035189,2.523291587,2.541579159,3.010580909,2.57106911,2.544474319,2.512080698,3.118464714,2.541579159,2.533586031,3.559598338,2.558451435,2.751883502,2.523291587,2.901286981,2.973454977,2.542302469,2.540682557,2.541579159,2.498035189,3.976425735,2.498035189,2.523291587,2.688276615,2.541579159,2.498035189,3.586691323,2.541579159,2.385382756,2.523291587,2.541579159,2.784274131,3.896163127,2.542457766,2.498035189,2.523291587,2.541579159
"203295_s_at",6.324152639,3.317160028,2.312811642,2.683833563,6.266768471,5.571227772,4.010197915,4.644732592,4.725811722,4.732039211,2.907124068,5.512152777,5.907455568,5.400048492,6.163385525,5.943641428,5.24933154,2.312811642,2.312811642,2.312811642,2.44971805,2.338438626,2.312811642,2.312811642,2.312811642,2.312811642,3.162540035,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.33452285,2.354179551,2.329722202,2.312811642,2.312811642,2.362943918,2.312811642,2.312811642,2.312811642,2.312811642,2.319796408,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.507753598,2.459462633,2.312811642,2.312811642,2.312811642,2.312811642,2.418172235,2.312811642,2.312811642,3.263170454,2.312811642,2.312811642,2.312811642,2.312811642,3.182544134,2.312811642,2.312811642,2.452441684,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.408580097,2.312811642,2.382575389,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.345712345,2.312811642,2.312811642,2.314010073,2.312811642,2.312811642,2.561925404,2.365457591,2.479590666,2.312811642,2.694640044,2.312811642,2.312811642,2.422157721,2.312811642,2.688406694,2.312811642,2.670896195,2.312811642,2.387434595,2.312811642,2.312811642,2.312811642,3.172213583,2.312811642,2.529334097,2.634286519,2.3701104,2.312811642,2.323114028,2.47928685,2.312811642,2.312811642,2.875222495,2.312811642,2.312811642
"239220_at",7.29082468,3.199450562,3.52730211,2.93983145,7.491331954,8.683398279,7.752531105,7.105309495,7.508038255,6.527746179,5.226964871,7.832088668,7.766220267,7.843723622,7.508755436,7.108596704,7.93479458,2.915542497,2.93983145,3.133407415,2.93983145,2.93983145,2.93983145,2.936338315,2.605150364,2.93983145,2.93983145,2.894261708,2.915542497,2.695642948,2.93983145,2.800433899,5.367699694,2.93983145,3.080944015,3.250346181,2.93983145,3.097290119,2.93983145,2.93983145,2.93983145,3.800858596,3.089802039,2.709866595,2.889509257,2.915674604,2.93983145,2.93983145,2.93983145,2.915542497,2.93983145,2.915542497,2.93983145,2.915542497,3.887178683,3.079752565,2.915542497,2.93983145,2.702898569,5.299169151,3.929872061,2.93983145,2.941689321,2.98015939,2.93983145,3.454880417,2.93983145,3.851703958,2.93983145,3.109045176,2.695642948,2.93983145,2.802586617,2.706073616,3.482187162,2.707266491,2.93983145,3.104304205,2.948129811,2.93983145,2.93983145,2.695642948,3.110218166,2.915542497,2.695642948,2.93983145,2.695642948,2.915542497,3.168591624,2.915542497,2.93983145,3.293886177,2.795918381,2.93983145,2.93983145,3.901555967,2.915542497,2.93983145,2.915542497,2.915542497,2.93983145,3.816173883,2.93877576,2.915344899,3.517652018,2.483956264,2.695642948,2.915542497,2.93983145,2.93983145,4.176106581,3.235034808,2.93983145,2.93983145,2.93983145,2.93983145,2.940216814,2.93983145,2.915542497,2.93983145,2.93983145
"235708_at",8.302873609,2.816395057,2.312811642,2.312811642,7.632420641,8.338710127,9.47009004,9.125109292,8.636369185,6.341562709,6.317647814,8.483401087,7.197727539,9.945350066,9.097874882,9.6017092,8.680939142,2.341322711,2.365966743,2.507579616,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.529128873,2.312811642,2.312811642,5.826781321,2.312811642,2.312811642,2.312811642,2.312811642,2.929177164,2.312811642,2.312811642,2.312811642,2.312811642,3.076153255,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.945857908,2.312811642,2.312811642,2.52896512,2.312811642,2.312811642,2.312811642,2.4185128,2.312811642,2.312811642,2.312811642,2.391578541,2.463713371,2.315464159,2.312811642,2.518186969,4.859630405,2.312811642,2.35883505,2.529473125,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.425701282,2.312811642,2.868668173,2.356888615,2.373153371,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.709642177,4.780958034,2.312811642,2.312811642,2.312811642,2.312811642,2.324752615,2.312811642,2.336757899,2.312811642,2.312811642,2.312811642,2.467800874,2.321958993,2.312811642,2.312811642,2.312811642,3.615586653,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.473066048,2.372709872,2.312811642
"214040_s_at",5.861848989,2.712559009,4.063252371,2.712559009,6.023597958,6.106611616,5.581377526,4.896825873,6.6751993,3.530000031,4.987144605,6.087068649,5.693651562,4.754732421,5.541483089,5.384244689,6.336138816,2.712559009,2.711143511,2.712559009,3.384009722,3.134413037,2.903340555,2.712559009,2.711143511,2.712559009,2.712559009,2.712559009,2.712559009,2.711143511,3.497213973,2.712559009,2.712559009,2.712559009,2.712559009,2.712559009,2.712559009,2.817496045,2.712559009,2.712559009,2.712559009,2.712559009,2.740291544,2.712559009,2.843591358,2.712559009,2.712559009,3.443667631,3.235033814,2.946958789,2.740455337,2.711143511,2.712559009,2.714327473,2.711143511,2.712559009,2.712559009,2.712559009,2.712559009,3.257183951,2.775353383,3.936641909,2.798911422,2.712559009,2.711143511,2.329495578,2.786173411,2.712559009,2.818011285,2.711143511,2.712559009,2.711143511,2.712559009,2.711143511,3.140117316,2.312811642,2.730505924,2.711143511,2.711143511,2.856926872,2.711143511,2.711143511,2.842742418,2.712482867,2.712559009,3.827624921,2.711143511,3.148167425,2.984735453,2.712559009,2.712559009,2.712559009,2.712559009,2.817154227,2.712559009,2.793415266,2.712559009,3.092729932,2.712559009,2.711143511,2.712559009,2.712559009,2.766143018,2.712559009,2.712559009,2.712559009,2.711143511,2.712559009,2.712559009,2.711143511,3.272704412,3.045520107,2.712559009,2.823093736,2.712559009,2.712559009,2.712559009,2.711143511,2.712559009,2.712559009,2.711143511
"218934_s_at",6.643841736,2.312811642,2.367492957,2.312811642,5.96646353,8.170461268,8.127500961,6.157161847,7.334271896,5.18221073,4.733146281,7.125625828,4.970279946,7.41956593,7.894419615,7.687355853,7.423446687,2.312811642,2.312811642,2.312811642,2.431328431,2.312811642,2.319344899,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,3.684188699,2.312811642,2.312811642,2.312811642,2.312811642,2.383555353,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.313124222,2.312811642,2.528421483,2.665463715,2.312811642,2.312811642,2.312811642,2.312811642,2.547625018,2.312811642,2.326048423,2.312811642,2.312811642,2.312811642,2.490585933,3.285007909,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.459276373,2.381020122,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.665985841,2.360509805,2.312811642,2.312811642,2.327766761,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,3.075785539,2.967055208,2.316703131,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.789367762,2.312811642,2.312811642,2.40668459,2.543511847,2.363157522,2.312811642,2.322496153,2.312811642,2.312811642,2.312811642,2.471449026,3.053648761,2.312811642,2.312811642,2.312811642,2.312811642,2.37734693,2.340378268,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642
"238003_at",8.587179197,2.778195117,2.925311175,3.950164191,8.703722796,8.538342832,8.610472318,8.047077158,7.648321329,8.342595948,7.245412304,7.86088726,7.992966624,8.63885519,8.493729888,8.731149075,7.96417603,2.470945352,2.470945352,2.612964961,2.949571209,2.462587095,2.470945352,2.891252322,2.452047385,2.462587095,2.462587095,2.470945352,2.470945352,2.470945352,2.498645327,2.470945352,7.12259389,2.470945352,2.48649953,2.470945352,2.470945352,2.470945352,2.470945352,2.452047385,2.462587095,2.470945352,2.462587095,2.452047385,2.40834483,2.462587095,2.470945352,2.462587095,3.85946197,2.638357044,3.192399919,2.614936107,2.470945352,2.470945352,2.470945352,3.256500978,2.470945352,2.462587095,2.470945352,2.470945352,2.462587095,3.212403942,2.470945352,2.452047385,2.6219002,2.470945352,2.462587095,2.630016034,2.452047385,2.470945352,2.462587095,2.470945352,2.456822082,2.470945352,4.474374475,4.16155396,4.050928588,2.462587095,2.470945352,2.470945352,2.462587095,2.462587095,2.452047385,2.470945352,2.462587095,2.470945352,2.514969515,5.285580267,6.134917593,2.470945352,2.452047385,2.470945352,2.462587095,2.470945352,2.470945352,2.470945352,2.553772153,2.523630733,2.452200914,2.93434838,2.462587095,2.470945352,2.460741967,2.512277869,3.509595381,2.462587095,2.462587095,2.470945352,2.470945352,2.462587095,3.796074038,2.663958742,2.470945352,2.470945352,2.462031133,2.538070001,3.408970336,2.550521686,2.470945352,2.470945352,2.470945352
"1558820_a_at",5.056440107,3.650879641,3.851856399,3.457742312,5.210606639,4.516928283,5.148268847,6.865645354,4.960066457,6.027875352,4.405870335,4.630887858,5.008786066,5.02458081,4.874932562,6.003587815,5.466475872,3.197113902,2.64941168,2.862467476,3.339692983,2.390912182,2.759951619,2.64941168,2.552948194,2.64941168,2.64941168,2.510432825,2.65215597,2.64941168,3.124755091,3.407824948,3.591035219,2.64941168,2.64941168,2.64941168,2.64572751,2.735521193,2.64941168,2.687638563,2.552948194,2.64941168,2.662788453,2.64941168,2.686053241,3.886168544,2.64941168,2.64941168,2.64941168,3.774753462,3.306675258,2.64941168,3.388624214,2.64941168,2.880543018,2.64941168,2.594195349,2.64941168,2.384626289,2.64941168,2.64941168,2.64941168,2.64941168,2.591495792,2.64941168,2.64941168,2.552948194,2.64941168,2.64941168,2.808057226,2.34169943,2.320302642,2.64941168,2.547220757,2.569133504,2.569714377,2.661559953,2.64941168,3.571563164,2.552948194,2.64941168,2.40500633,2.552948194,2.379076107,2.552948194,2.958920517,2.688944821,2.902338834,3.942325598,3.882328557,2.64941168,2.64941168,2.649433148,2.520390041,2.84859923,2.64941168,2.64941168,3.78007953,2.64941168,2.552948194,2.64941168,4.346305529,2.64941168,2.694372171,3.202462456,2.381455926,2.556535872,2.451990903,2.64941168,2.451098364,2.905752879,2.795509005,2.64941168,2.64941168,2.64941168,2.64941168,2.801211244,2.552948194,2.64941168,2.64941168,2.892220352
"230309_at",8.10909871,4.355816173,2.509431151,2.467737282,8.493948627,8.923694858,8.442515387,8.60802677,7.827217403,6.395483175,7.353096611,7.282216538,7.217541577,8.920072873,8.91257575,7.768523287,8.54094845,2.560675857,2.749395951,2.524128941,2.878945567,2.467737282,3.107354081,2.467737282,2.8256543,2.498236678,2.692801575,2.425207139,2.380446873,2.513748357,2.640873767,2.509431151,5.963301309,2.509431151,3.183037251,2.524128941,2.620533665,3.125058757,2.52122309,2.575424253,2.524128941,2.576015119,2.524128941,2.530036394,2.917816467,2.870585796,2.524128941,2.467737282,3.93451538,2.689963877,2.431600034,2.431600034,2.467737282,2.467737282,2.432470474,3.161302541,2.428751411,6.043163022,2.509431151,2.467737282,2.889687064,3.434652671,2.509431151,2.509431151,2.467737282,3.659495114,2.472216229,3.400428947,2.467737282,2.365053686,2.509431151,2.524128941,2.524128941,2.509431151,2.509431151,2.425207139,2.524128941,2.467737282,2.838054003,2.425207139,2.550663281,2.431600034,2.425207139,2.509431151,2.41084313,2.524128941,2.533028713,3.037216488,4.662773728,3.818076153,2.509431151,3.145308543,2.438490845,2.509431151,2.622012216,2.779843292,2.456501799,3.26150989,2.509431151,3.10076764,2.524128941,2.655834677,2.605255987,2.425207139,4.128103567,2.509431151,2.524128941,2.431600034,2.431600034,2.425207139,3.272011854,2.509431151,2.467737282,2.943269037,2.509431151,2.509431151,3.416387038,2.72081419,2.509431151,2.425207139,3.802893287
"230670_at",4.423811886,4.723418128,2.702649953,2.413962658,5.311626271,5.81230214,5.145044037,4.332891014,5.648132228,5.662236632,4.729864903,5.970983055,5.132803757,5.288307119,5.292215778,6.173538129,5.337134284,2.413962658,2.413962658,2.428307403,3.695787528,2.723043618,3.677399916,2.799026087,2.723958002,2.823527493,2.520257043,2.428307403,2.413962658,2.414141718,3.190174167,2.463990897,2.478008135,2.433343154,2.413962658,2.428307403,2.413962658,2.413962658,2.449982923,2.428307403,2.413962658,2.413962658,2.418974874,2.413962658,2.431225536,3.502197961,2.428307403,2.428307403,2.971686658,3.548347626,2.413962658,3.025430326,2.428307403,2.428307403,2.413962658,2.72311509,2.413962658,2.413962658,2.413962658,2.792752536,2.413962658,2.781152505,2.414132955,2.413962658,2.918692617,2.473087992,2.436101549,2.429233967,2.682032848,2.413962658,2.413962658,2.768031775,2.413962658,2.43852648,2.413962658,2.43083712,2.958562391,2.438831,3.773992215,2.413962658,2.428307403,2.413962658,2.413962658,2.413962658,2.413962658,2.95389218,2.874972571,3.17260494,2.917956951,4.031092803,2.440129978,2.413962658,2.428307403,2.428307403,2.898483937,2.428307403,2.428307403,2.533473855,3.57000504,2.428307403,2.428307403,2.428307403,3.00433141,2.428307403,3.028652444,2.429425029,2.413962658,3.01424518,2.428307403,2.413962658,2.48926233,2.930119302,2.428307403,2.428307403,2.413962658,2.416731458,3.090586271,2.686806095,2.616470022,2.428307403,2.428307403
